region	tik	Число избирателей, включенных в список избирателей	Число избирательных бюллетеней, полученных участковой избирательной комиссией	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	Число погашенных избирательных бюллетеней	Число избирательных бюллетеней в переносных ящиках для голосования	Число бюллетеней в стационарных ящиках для голосования	Число недействительных избирательных бюллетеней	Число действительных избирательных бюллетеней	Число утраченных избирательных бюллетеней	Число избирательных бюллетеней, не учтенных при получении	Даванков Владислав Андреевич	Даванков Владислав Андреевич (%)	Путин Владимир Владимирович	Путин Владимир Владимирович (%)	Слуцкий Леонид Эдуардович	Слуцкий Леонид Эдуардович (%)	Харитонов Николай Михайлович	Харитонов Николай Михайлович (%)
Республика Татарстан (Татарстан)	Заинская городская	28009	28928	0	22679	1973	4276	1973	22679	118	24534	0	0	166	0.67	21949	89.04	1099	4.46	1320	5.35
Республика Татарстан (Татарстан)	Зеленодольская	50505	50670	0	43698	3138	3834	3138	43698	360	46476	0	0	230	0.49	41545	88.70	2064	4.41	2637	5.63
Республика Татарстан (Татарстан)	Зеленодольская городская	75114	75753	0	61963	3320	10470	3320	61959	617	64662	0	0	641	0.98	56945	87.23	3056	4.68	4020	6.16
Республика Татарстан (Татарстан)	Казань, Авиастроительная	90558	80711	0	62460	2308	15943	2308	62250	922	63636	0	0	1572	2.44	55257	85.59	3237	5.01	3570	5.53
Республика Татарстан (Татарстан)	Казань, Вахитовская	64431	54180	0	46441	933	6806	933	46385	655	46663	0	0	1661	3.51	41133	86.93	1646	3.48	2223	4.70
Республика Татарстан (Татарстан)	Казань, Кировская	97389	93030	0	68467	2502	22061	2502	68254	778	69978	0	0	1823	2.58	60569	85.60	3094	4.37	4492	6.35
Республика Татарстан (Татарстан)	Казань, Московская	88906	84916	0	62639	2595	19682	2595	62349	842	64102	0	0	1519	2.34	55988	86.21	2758	4.25	3837	5.91
Республика Татарстан (Татарстан)	Казань, Ново-Савиновская	161084	140500	0	113866	2339	24295	2339	113388	1758	113969	0	0	3005	2.60	99297	85.80	5583	4.82	6084	5.26
Республика Татарстан (Татарстан)	Казань, Приволжская	198916	183135	0	142117	3354	37664	3354	141930	1841	143443	0	0	3423	2.36	126743	87.24	6198	4.27	7079	4.87
Республика Татарстан (Татарстан)	Казань, Советская	258819	231518	0	182238	5701	43579	5649	181984	3100	184533	0	0	4425	2.36	160670	85.63	8751	4.66	10687	5.70
Республика Татарстан (Татарстан)	Кайбицкая	9527	9805	0	8306	937	562	937	8306	37	9206	0	0	71	0.77	8833	95.56	98	1.06	204	2.21
Республика Татарстан (Татарстан)	Камско-Устьинская	12047	12330	0	10726	837	767	837	10726	63	11500	0	0	132	1.14	10713	92.65	213	1.84	442	3.82
Республика Татарстан (Татарстан)	Кукморская	38308	38710	0	33028	3648	2034	3648	33028	180	36496	0	0	366	0.99	33961	92.60	947	2.58	1222	3.33
Республика Татарстан (Татарстан)	Лаишевская	46202	43843	0	38271	4813	759	4813	38270	431	42652	0	0	302	0.70	38818	90.10	1491	3.46	2041	4.74
Республика Татарстан (Татарстан)	Лениногорская	14616	14900	0	13076	717	1107	717	13075	61	13731	0	0	140	1.02	12752	92.46	321	2.33	518	3.76
Республика Татарстан (Татарстан)	Лениногорская городская	44004	45200	0	37047	2047	6106	2047	36806	305	38548	0	0	705	1.81	34270	88.20	1629	4.19	1944	5.00
Республика Татарстан (Татарстан)	Мамадышская	30398	31216	0	25595	3454	2167	3454	25595	146	28903	0	0	196	0.67	27083	93.23	483	1.66	1141	3.93
Республика Татарстан (Татарстан)	Менделеевская	20626	20708	0	18655	1063	990	1063	18654	113	19604	0	0	188	0.95	18517	93.91	217	1.10	682	3.46
Республика Татарстан (Татарстан)	Мензелинская	20426	20682	0	18272	1379	1031	1379	18272	91	19560	0	0	192	0.98	18308	93.17	475	2.42	585	2.98
Республика Татарстан (Татарстан)	Муслюмовская	14740	15110	0	12885	1269	956	1269	12885	70	14084	0	0	170	1.20	13319	94.10	274	1.94	321	2.27
Республика Татарстан (Татарстан)	Набережные Челны, Автозаводская	131158	127550	0	100179	11768	15603	11768	100170	1478	110460	0	0	2407	2.15	95931	85.70	5395	4.82	6727	6.01
Республика Татарстан (Татарстан)	Набережные Челны, Комсомольская	110091	105400	0	82252	10362	12786	10362	82249	2093	90518	0	0	1574	1.70	78544	84.81	5195	5.61	5205	5.62
Республика Татарстан (Татарстан)	Набережные Челны, Центральная	150233	146900	0	113410	13469	20021	13469	113407	549	126327	0	0	2702	2.13	108948	85.87	7496	5.91	7181	5.66
Республика Татарстан (Татарстан)	Нижнекамская	27826	27950	0	25086	1236	1628	1236	25086	113	26209	0	0	255	0.97	23350	88.71	1035	3.93	1569	5.96
Республика Татарстан (Татарстан)	Нижнекамская городская	166274	168850	0	137426	5253	26171	5253	137421	1863	140811	0	0	1366	0.96	123600	86.63	7707	5.40	8138	5.70
Республика Татарстан (Татарстан)	Новошешминская	10211	10400	0	9118	698	584	698	9118	103	9713	0	0	151	1.54	9218	93.91	150	1.53	194	1.98
Республика Татарстан (Татарстан)	Нурлатская	14782	15322	0	12623	1427	1272	1427	12623	34	14016	0	0	70	0.50	13207	94.00	283	2.01	456	3.25
Республика Татарстан (Татарстан)	Нурлатская городская	25373	26120	0	19622	2747	3751	2747	19622	179	22190	0	0	334	1.49	19958	89.22	1005	4.49	893	3.99
Республика Татарстан (Татарстан)	Пестречинская	45787	43650	0	36743	4185	2722	4185	36743	322	40606	0	0	635	1.55	37003	90.41	1343	3.28	1625	3.97
Республика Татарстан (Татарстан)	Рыбно-Слободская	19130	19699	0	16745	1666	1288	1666	16743	74	18335	0	0	130	0.71	17537	95.26	328	1.78	340	1.85
Республика Татарстан (Татарстан)	Сабинская	23211	23609	0	21244	865	1500	865	21244	28	22081	0	0	124	0.56	21071	95.31	339	1.53	547	2.47
Республика Татарстан (Татарстан)	Сармановская	25107	25900	0	23353	758	1789	758	23353	121	23990	0	0	119	0.49	22704	94.16	462	1.92	705	2.92
Республика Татарстан (Татарстан)	Спасская	13597	14100	0	12013	805	1282	805	12013	67	12751	0	0	131	1.02	11794	92.01	380	2.96	446	3.48
Республика Татарстан (Татарстан)	Тетюшская	15720	16665	0	14214	1212	1239	1212	14214	60	15366	0	0	59	0.38	15074	97.72	70	0.45	163	1.06
Республика Татарстан (Татарстан)	Тукаевская	37550	37190	0	33835	1912	1443	1912	33835	164	35583	0	0	543	1.52	32616	91.24	1043	2.92	1381	3.86
Республика Татарстан (Татарстан)	Тюлячинская	10098	10362	0	9517	369	476	369	9517	43	9843	0	0	102	1.03	9404	95.12	143	1.45	194	1.96
Республика Татарстан (Татарстан)	Черемшанская	13414	13875	0	12472	436	967	436	12472	61	12847	0	0	75	0.58	12062	93.45	262	2.03	448	3.47
Республика Татарстан (Татарстан)	Чистопольская	11892	12176	0	10346	889	941	889	10340	46	11183	0	0	70	0.62	10504	93.54	189	1.68	420	3.74
Республика Татарстан (Татарстан)	Чистопольская городская	44471	42850	0	35915	3230	3705	3229	35912	370	38771	0	0	213	0.54	35160	89.83	983	2.51	2415	6.17
Республика Татарстан (Татарстан)	Ютазинская	15409	15933	0	13811	1019	1103	1019	13811	75	14755	0	0	103	0.69	14100	95.08	221	1.49	331	2.23
Республика Тыва	Ак-Довуракская	7248	7630	0	5917	1176	537	1176	5913	16	7073	0	0	44	0.62	6901	97.35	54	0.76	74	1.04
Республика Тыва	Бай-Тайгинская	5895	6200	427	4925	480	368	907	4925	12	5820	0	0	18	0.31	5729	98.23	17	0.29	56	0.96
Республика Тыва	Барун-Хемчикская	7066	7223	999	4353	1530	341	2528	4353	4	6877	0	0	39	0.57	6697	97.33	56	0.81	85	1.24
Республика Тыва	Дзун-Хемчикская	12275	13200	438	9036	2335	1391	2773	9036	33	11776	0	0	75	0.64	11558	97.87	57	0.48	86	0.73
Республика Тыва	Каа-Хемская	7533	8028	480	5525	1252	771	1732	5525	30	7227	0	0	32	0.44	7094	97.75	36	0.50	65	0.90
Республика Тыва	Кызылская	18542	19544	415	15710	2118	1301	2533	15709	44	18198	0	0	134	0.73	17519	96.04	244	1.34	301	1.65
Республика Тыва	Кызылская городская	78905	76600	0	63137	9699	3764	9699	63007	254	72452	0	0	1289	1.77	67425	92.74	1232	1.69	2506	3.45
Республика Тыва	Монгун-Тайгинская	3236	3700	438	2325	427	510	865	2325	9	3181	0	0	9	0.28	3154	98.87	7	0.22	11	0.34
Республика Тыва	Овюрская	4338	4800	1470	2538	259	533	1729	2538	42	4225	0	0	51	1.20	4132	96.84	17	0.40	25	0.59
Республика Тыва	Пий-Хемская	7080	7600	0	5604	1199	797	1199	5604	22	6781	0	0	74	1.09	6443	94.71	78	1.15	186	2.73
Республика Тыва	Сут-Хольская	4869	5200	1199	3190	458	353	1657	3190	14	4833	0	0	11	0.23	4806	99.15	7	0.14	9	0.19
Республика Тыва	Тандинская	7740	8400	524	5670	1419	787	1943	5669	26	7586	0	0	39	0.51	7288	95.74	101	1.33	158	2.08
Республика Тыва	Тере-Хольская	1136	1204	271	548	267	118	538	548	5	1081	0	0	9	0.83	1059	97.51	10	0.92	3	0.28
Республика Тыва	Тес-Хемская	5413	6093	691	3855	832	715	1523	3855	3	5375	0	0	8	0.15	5257	97.75	41	0.76	69	1.28
Республика Тыва	Тоджинская	3906	3974	656	2700	381	237	1037	2700	30	3707	0	0	34	0.91	3582	95.85	32	0.86	59	1.58
Республика Тыва	Улуг-Хемская	10855	10800	63	8992	1585	160	1648	8992	2	10638	0	0	92	0.86	10276	96.58	106	0.99	164	1.54
Республика Тыва	Чаа-Хольская	3744	4200	217	2306	1174	503	1391	2306	39	3658	0	0	36	0.97	3534	95.59	24	0.65	64	1.73
Республика Тыва	Чеди-Хольская	4475	4954	289	3337	675	653	964	3337	0	4301	0	0	30	0.70	4194	97.51	35	0.81	42	0.98
Республика Тыва	Эрзинская	4335	4600	971	2568	774	287	1745	2568	4	4309	0	0	15	0.35	4254	98.63	13	0.30	27	0.63
Республика Хакасия	Абазинская городская	9620	10150	0	5593	2390	2167	2390	5593	146	7837	0	0	138	1.73	6815	85.37	275	3.44	609	7.63
Республика Хакасия	Абаканская городская	136049	130700	0	81287	5156	44257	5156	81234	2064	84326	0	0	5297	6.13	72027	83.37	2692	3.12	4310	4.99
Республика Хакасия	Алтайская	17583	18050	0	12337	3646	2067	3646	12336	279	15703	0	0	457	2.86	14144	88.50	394	2.47	708	4.43
Республика Хакасия	Аскизская	26495	27760	10	18464	3575	5711	3585	18464	105	21944	0	0	604	2.74	19175	86.97	409	1.85	1756	7.96
Республика Хакасия	Бейская	13431	13826	0	8311	3146	2369	3146	8311	164	11293	0	0	230	2.01	9919	86.58	298	2.60	846	7.38
Республика Хакасия	Боградская	9590	10200	304	6028	1674	2194	1978	6028	69	7937	0	0	135	1.69	6910	86.31	278	3.47	614	7.67
Республика Хакасия	Орджоникидзевская	8311	8570	0	5296	1551	1723	1551	5296	100	6747	0	0	82	1.20	5645	82.44	291	4.25	729	10.65
Республика Хакасия	Саяногорская городская	45033	39090	0	27171	3045	8874	3045	27084	707	29422	0	0	1282	4.26	24696	81.97	1294	4.29	2150	7.14
Республика Хакасия	Сорская городская	7602	7800	0	4563	1771	1466	1771	4563	56	6278	0	0	63	0.99	5686	89.77	184	2.90	345	5.45
Республика Хакасия	Таштыпская	9632	9240	76	6098	2146	920	2222	6097	105	8214	1	1	245	2.95	7265	87.33	225	2.70	479	5.76
Республика Хакасия	Усть-Абаканская	31828	31240	256	22667	2875	5442	3131	22665	396	25400	0	0	850	3.30	22759	88.23	697	2.70	1094	4.24
Республика Хакасия	Черногорская городская	50782	49000	0	24643	13906	10451	13906	24643	980	37569	0	0	1940	5.03	32368	83.97	1426	3.70	1835	4.76
Республика Хакасия	Ширинская	19523	19855	74	14920	3733	1128	3807	14920	88	18639	0	0	179	0.96	16970	90.62	226	1.21	1264	6.75
Ростовская область	Азовская	66375	74564	0	49875	7289	17400	7289	49875	252	56912	0	0	848	1.48	54168	94.76	672	1.18	1224	2.14
Ростовская область	Азовская городская	54252	50520	0	33295	2622	14603	2622	33295	454	35463	0	0	1363	3.79	31863	88.71	651	1.81	1586	4.42
Ростовская область	Аксайская	82609	91425	0	61751	9311	20363	9311	61727	424	70614	0	0	1488	2.09	65881	92.74	1207	1.70	2038	2.87
Ростовская область	Багаевская	23394	26920	0	13470	4791	8659	4790	13470	190	18070	0	0	341	1.87	16637	91.11	310	1.70	782	4.28
Ростовская область	Батайская городская	86806	87300	0	75753	2028	9519	2028	75753	164	77617	0	0	696	0.89	73610	94.64	898	1.15	2413	3.10
Ростовская область	Белокалитвинская	61653	71920	0	36047	18167	17706	18167	36047	367	53847	0	0	720	1.33	51059	94.18	782	1.44	1286	2.37
Ростовская область	Боковская	8816	9540	0	6802	1155	1583	1155	6802	35	7922	0	0	33	0.41	7733	97.18	41	0.52	115	1.45
Ростовская область	Верхнедонская	12005	13549	0	8314	2338	2897	2338	8314	28	10624	0	0	70	0.66	10245	96.18	99	0.93	210	1.97
Ростовская область	Веселовская	14633	16700	0	8058	4225	4417	4225	8058	124	12159	0	0	226	1.84	11145	90.74	236	1.92	552	4.49
Ростовская область	Волгодонская	20266	21700	0	15000	3386	3314	3386	15000	103	18283	0	0	233	1.27	17269	93.92	307	1.67	474	2.58
Ростовская область	Волгодонская городская	110431	107500	0	68895	17888	20717	17888	68793	913	85768	0	0	2172	2.51	74560	86.02	2024	2.33	7012	8.09
